source,target,relation
http://purl.obolibrary.org/obo/OBI_0100026,http://purl.obolibrary.org/obo/PATO_0000011,has quality at some time
http://purl.obolibrary.org/obo/DRON_00021872,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000233,has participant
http://purl.obolibrary.org/obo/DRON_00021872,http://purl.obolibrary.org/obo/CHEBI_4911,has_proper_part
http://purl.obolibrary.org/obo/DRON_00021046,http://purl.obolibrary.org/obo/CHEBI_3223,has_proper_part
http://purl.obolibrary.org/obo/DRON_00023184,http://purl.obolibrary.org/obo/CHEBI_63619,has_proper_part
http://purl.obolibrary.org/obo/DRON_00021462,http://purl.obolibrary.org/obo/CHEBI_3996,has_proper_part
http://purl.obolibrary.org/obo/DRON_00020336,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000159,has participant
http://purl.obolibrary.org/obo/DRON_00020336,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000134,has participant
http://purl.obolibrary.org/obo/DRON_00020336,http://purl.obolibrary.org/obo/CHEBI_9667,has_proper_part
http://purl.obolibrary.org/obo/DRON_00021467,http://purl.obolibrary.org/obo/CHEBI_4031,has_proper_part
http://purl.obolibrary.org/obo/DRON_00020337,http://purl.obolibrary.org/obo/CHEBI_41879,has_proper_part
http://purl.obolibrary.org/obo/DRON_00020337,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000134,has participant
http://purl.obolibrary.org/obo/DRON_00020337,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000159,has participant
http://purl.obolibrary.org/obo/DRON_00021860,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000009958,has participant
http://purl.obolibrary.org/obo/DRON_00021860,http://purl.obolibrary.org/obo/CHEBI_4907,has_proper_part
http://purl.obolibrary.org/obo/DRON_00021059,http://purl.obolibrary.org/obo/CHEBI_27732,has_proper_part
http://purl.obolibrary.org/obo/DRON_00082933,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000225,has participant
http://purl.obolibrary.org/obo/DRON_00020345,http://purl.obolibrary.org/obo/CHEBI_17650,has_proper_part
http://purl.obolibrary.org/obo/DRON_00027865,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000020019,has participant
http://purl.obolibrary.org/obo/DRON_00027865,http://purl.obolibrary.org/obo/DRON_00018677,has_proper_part
http://purl.obolibrary.org/obo/DRON_00023204,http://purl.obolibrary.org/obo/CHEBI_8502,has_proper_part
http://purl.obolibrary.org/obo/DRON_00023204,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000155,has participant
http://purl.obolibrary.org/obo/DRON_00023204,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000132,has participant
http://purl.obolibrary.org/obo/DRON_00023204,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000150,has participant
http://purl.obolibrary.org/obo/DRON_00021897,http://purl.obolibrary.org/obo/CHEBI_119915,has_proper_part
http://purl.obolibrary.org/obo/DRON_00021897,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000174,has participant
http://purl.obolibrary.org/obo/ODNAE_0000218,http://purl.obolibrary.org/obo/DRON_00021934,has participant
http://purl.obolibrary.org/obo/DRON_00023613,http://purl.obolibrary.org/obo/CHEBI_28864,has_proper_part
